,Country Code,Year,Country Name,Corruption Perception Index,IncomeGroup,region_USAID,region_WorldBank,Gni Growth (Annual %),Claims On Central Government (Annual Growth As % Of Broad Money),Claims On Private Sector (Annual Growth As % Of Broad Money),"Inflation, Gdp Deflator: Linked Series (Annual %)","Foreign Direct Investment, Net Inflows (% Of Gdp)",Broad Money Growth (Annual %),"Foreign Direct Investment, Net Outflows (% Of Gdp)","Intentional Homicides (Per 100,000 People)",Food Production Index (2004-2006 = 100),"Inflation, Consumer Prices (Annual %)",Net Barter Terms Of Trade Index (2000 = 100),Exports Of Goods And Services (% Of Gdp),Price Level Ratio Of Ppp Conversion Factor (Gdp) To Market Exchange Rate,Total Tax And Contribution Rate (% Of Profit),Bank Liquid Reserves To Bank Assets Ratio (%),Total Reserves (% Of Total External Debt),Gross Savings (% Of Gdp),Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports),Domestic Private Health Expenditure (% Of Current Health Expenditure)
1376,GHA,2012,Ghana,45.0,Lower middle income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.8996779539999995,18.88995874,15.21605216,15.20527874,7.982660011,25.13923346,0.002641083,2.154139945,139.18,7.12635006,184.51024630000003,40.35921817,0.41978249100000004,32.8,28.61410513,48.67609083,5.267624577,40.59139745,9.510249326,43.57266235
1377,GHA,2013,Ghana,46.0,Lower middle income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,10.75328218,16.04340997,18.21044169,52.98898165,5.171028956000001,19.50055418,0.001073625,2.0708337130000003,144.05,11.66619231,176.5708449,25.82937988,0.445924566,32.7,28.30321112,34.69054185,17.465873300000002,40.11190123,11.56967495,42.9764061
1378,GHA,2014,Ghana,48.0,Lower middle income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,1.697753413,12.32897259,24.21191225,22.16400002,6.267923962,37.292641700000004,0.011926871,1.9945284540000001,150.5,15.48961603,177.2624873,28.82108383,0.361382718,32.7,24.49003882,31.18847085,17.74495609,43.7836344,18.68597336,49.23330307
1379,GHA,2015,Ghana,47.0,Lower middle income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.279029845,-1.801839369,15.46876287,13.58840204,6.57331304,25.57401701,0.45594044,1.885152692,151.03,17.1499695,171.8898705,31.95879558,0.34077313299999995,32.7,25.87719226,28.56286118,19.50933921,13.97065007,44.90547108,39.98604202
1380,GHA,2016,Ghana,43.0,Lower middle income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,2.804511083,9.256055638,9.945429271,15.24938072,6.335848824,22.49901339,0.026658914,1.927536766,153.14,17.45463471,177.01649890000002,31.88067471,0.39496564,32.7,33.9086617,27.71733769,17.46687299,16.17918212,34.39807071,48.84697342
1381,GHA,2017,Ghana,40.0,Lower middle income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,7.223572787,-2.6319957169999997,4.360057288999999,10.35275241,5.51710685,16.06563109,0.026966955,2.0912410169999998,140.84076000000002,12.37192155,176.8944543,35.25800386,0.405459058,33.2,35.60616667,31.38272546,22.43542279,13.96166473,43.48631869,52.03419876
1382,GHA,2018,Ghana,41.0,Lower middle income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.784472444,24.38603769,-0.5969489179999999,10.21020292,4.559481728,15.76090955,0.123329374,2.660811701,140.73632,7.808765166000001,190.2605046,35.26433081,0.414201108,32.4,34.69352979,26.99800005,20.94937864,14.76010009,43.86988239,46.05456048
1383,GHA,2019,Ghana,41.0,Lower middle income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.967586861,6.100593126000001,10.47279725,9.188793967,5.612926513,21.35458953,0.090903585,2.4365712040000003,137.9887,7.175922847000001,167.37657030000003,35.97678235,0.390657011,55.4,38.68854566,33.50909282,22.75239629,28.00852136,25.01671872,45.75136034
1384,GTM,2005,Guatemala,,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.201353826,4.0454513830000005,3.18671258,5.634571885,1.984464064,13.71925419,0.256510355,40.76045042,100.37,9.108649857,125.52485949999999,25.05468443,0.373067926,41.1,29.48359919,39.73111116,15.15728594,34.94974414,2.1295302609999998,67.06768036
1389,GTM,2006,Guatemala,,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,4.8862480360000005,3.148585166,13.12685429,4.993878415,2.1014678780000002,12.99392043,0.276204262,43.92767288,103.04,6.560852828,141.02686459999998,24.93172935,0.381758324,41.1,23.12808058,37.04716171,15.73726485,37.45961764,1.940857742,64.24184418
1394,GTM,2007,Guatemala,28.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,6.06994217,-1.32789537,7.955225266,7.135991395,2.5186799630000003,10.28574836,0.40893372299999997,42.19607621,111.95,6.821617536000001,161.4480436,25.56526394,0.394631234,41.1,17.80674706,34.03115916,15.82235404,39.949349299999994,2.700851328,65.05258179
1399,GTM,2008,Guatemala,31.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.642948992,0.168887275,5.948356916,9.440696111,1.868812629,8.51728748,0.027628242999999997,44.92225708,115.05,11.35576113,200.6796864,24.718253699999998,0.42999577899999997,40.9,21.71003292,33.66784231,12.5056327,42.78996285,1.8875638380000002,64.00727844
1404,GTM,2009,Guatemala,34.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,0.055260929,6.809417569,-2.127435706,3.5432986910000004,1.324604915,11.3456693,0.022537149,45.38897788,121.45,1.8591025469999998,172.5326649,23.97540431,0.40929307,40.9,24.59780786,35.10983832,13.58708707,38.10898803,3.419557188,60.63448715
1409,GTM,2010,Guatemala,32.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.74897765,2.297695835,0.884605027,5.141894385,2.666940709,9.064348472,1.1961912940000001,40.73703968,120.26,3.859509098,204.04551809999998,25.80575004,0.430861461,40.9,26.21049457,39.54347118,12.90489256,39.70181243,3.6792356689999997,63.67877579
1414,GTM,2011,Guatemala,27.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.614352195,2.025072567,4.932419253,6.933033097,1.8398165290000001,7.234983047,-0.551492188,38.00307075,123.74,6.2141239310000005,258.24029959999996,26.62542513,0.46709643,40.9,25.45918902,37.92183663,12.18542422,37.10577817,2.8576135419999997,63.31356812
1419,GTM,2012,Guatemala,33.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.97207995,-2.1044160169999997,22.5378052,3.322507893,2.778056452,9.360682867000001,0.344492919,33.75729351,132.98,3.781807547,244.0366477,24.86869389,0.46567124,40.9,23.70132239,43.55911422,12.773923199999999,38.81208084,3.4281352239999996,62.61981201
1424,GTM,2013,Guatemala,29.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.614923792,2.400660358,6.988261071,1.726027994,2.87215634,9.546575492,0.138282177,33.68209984,142.84,4.3433713130000005,229.5897031,21.99815545,0.47307219100000003,40.9,24.80323859,41.57626487,11.59968544,37.3956283,6.019813254,62.25042343
1429,GTM,2014,Guatemala,32.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,4.128310064,2.941012231,5.903369528,2.86031114,2.433011049,7.874714651000001,0.034247119,31.38808828,153.4,3.418361697,219.14802039999998,21.74436297,0.487161908,39.9,23.63392778,37.57137768,11.77096891,37.51183372,6.170269864,60.17354584
1434,GTM,2015,Guatemala,28.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,4.306312585,0.761151087,8.187583407,2.231621924,1.935084214,9.090033405,0.249674499,29.39868973,159.75,2.3887203280000002,171.8265134,19.82990769,0.48748133899999996,37.5,22.85800582,38.01076509,13.57516973,38.77415937,7.027673601,60.8092804
1439,GTM,2016,Guatemala,28.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.905972217,-0.75462016,4.888520451000001,2.707191297,1.280452479,6.349587715,-0.180514891,27.25669943,161.54,4.448441999,171.292235,18.7530891,0.507593089,35.2,23.3629918,42.61033856,14.82388641,39.45974472,5.691644772999999,61.50083542
1444,GTM,2017,Guatemala,28.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.0899496139999996,0.052129262999999995,2.234458997,1.744274574,1.394095336,7.303292682,0.089757839,26.07156651,155.35034,4.424536552,184.24389730000001,18.50583726,0.535199725,35.2,26.83143893,51.21521835,14.73296767,38.92781658,6.072538452000001,63.07293701
1449,GTM,2018,Guatemala,27.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.250085636,3.277103157,2.964109231,1.2285966209999999,1.279597156,9.650642885,0.19767401699999998,22.50134872,150.29092,3.7518618669999997,218.18653160000002,18.22147933,0.517227644,35.2,25.17844342,56.30353196,14.68305564,39.19388192,3.805415638,61.32898654
1454,GTM,2019,Guatemala,26.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,4.272022805,2.241921729,3.068019365,3.4122874089999997,1.2602724509999998,8.750106332,0.19484338199999998,36.87025997,150.50712,3.69998398,198.1832381,17.69603088,0.513586532,35.2,26.32377243,48.75713259,16.91334532,36.82726247,4.841744928,56.875857499999995
1459,GIN,2005,Guinea,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.931305182999999,18.07940637,19.77093446,27.39084537,3.574989252,33.35241991,0.0,3.498371642,100.55,31.37330259,106.2921118,34.78565309,0.325868832,71.6,21.59513957,2.83862888,9.362357664,6.63503867,5.107963034,61.46636581
1460,GIN,2006,Guinea,,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.334548665,51.95361961,19.74999886,37.58404182,2.9620718010000004,94.37862598,0.0,3.6476253869999997,102.57,34.6952706,130.4716814,23.82431116,0.308020393,71.6,20.78604368,1.140582084,1.370038969,2.8516812139999996,11.9319143,65.11425018
1461,GIN,2007,Guinea,19.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.823854246000001,-2.7091264610000003,-3.604344313,13.60823668,6.143028628,-12.28901407,0.0,3.679487258,106.13,18.17556561,128.3081496,23.55095814,0.41798615899999997,71.6,20.48712251,1.289002819,-3.683535252,3.118764542,10.73831342,68.84113312
1462,GIN,2008,Guinea,16.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,3.8291195160000004,18.81071982,5.2125159739999996,16.70513185,5.483489,38.42093088,0.913819105,3.5007188019999997,111.77,23.06561294,119.67637420000001,21.64046458,0.43650044200000004,71.6,21.17976821,1.593550087,4.270177718,2.471636224,20.57355536,68.06018066
1463,GIN,2009,Guinea,18.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,-2.176003486,19.46842849,-3.82056351,1.7710290480000002,1.3552373580000001,18.63787653,-0.741710702,3.472465311,112.15,4.68438869,102.4736058,22.51579108,0.422560392,71.6,19.35792872,11.76185777,-5.479269678,4.605885133,7.664514885,67.72760773
1464,GIN,2010,Guinea,20.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.051615569,84.07083729,12.30985973,16.10262614,1.478813385,85.25901055,-1.478813385,4.061980211,119.79,15.46198107,112.60070659999998,30.34120398,0.406613667,78.7,18.99633867,8.640729801,6.584895627000001,4.994299409,9.884254572,65.96086121
1465,GIN,2011,Guinea,21.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,4.7215387369999995,-7.705719227,14.77158052,8.999284645,14.09050364,18.23717893,0.012085238,3.941607873,125.42,21.35046642,114.67881799999999,32.60224123,0.37336875799999997,83.1,20.87495859,27.54849543,3.392748589,5.183314503,4.76268421,60.63143158
1466,GIN,2012,Guinea,24.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,6.244300455,11.10955721,8.327353868,11.515968699999998,7.9282064960000005,16.69380506,0.026315633999999997,4.63547782,128.9,15.22510139,110.14501809999999,33.1373916,0.399371417,83.1,19.14330679,48.93951105,5.759062827,3.311534627,6.037767362,63.33568192
1467,GIN,2013,Guinea,24.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,0.374524226,12.58001931,9.677823272000001,4.329353237,0.00226822,18.61358706,-0.010386058,4.6241043180000005,133.61,11.88789561,102.38281359999999,26.47062065,0.424551075,61.4,19.79280787,45.90180693,-7.779289239,4.446880805,8.18952931,63.29857254
1468,GIN,2014,Guinea,25.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.54839313,7.588914467,13.19007186,2.615908494,-0.840221283,12.31293992,0.037578136,4.464279072,129.83,7.070933095,99.87479966,26.68851014,0.436253634,61.4,18.7723171,48.09404149,-3.612141722,20.79243036,16.03861173,68.72944641
1469,GIN,2015,Guinea,25.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.606719813,16.71157765,10.35180544,2.9722776360000003,0.605767934,19.64340165,0.05702848,4.4281776189999995,132.81,10.82180835,99.26738889,21.49687039,0.42281598200000003,61.4,15.89736118,30.62854594,-7.384262066000001,22.39363704,19.79739872,69.14717102
1470,GIN,2016,Guinea,27.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,11.30366699,2.023367098,1.5907168880000002,5.668710633,18.81065692,9.984336634,0.24528023100000002,4.058190004,135.65,8.172116962999999,103.25659859999999,29.21672239,0.352626305,61.4,19.10503935,36.97401861,7.737709274,17.75608904,35.23283242,60.46841812
1471,GIN,2017,Guinea,27.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,11.13180679,4.198494038,-0.300852571,10.44870409,5.587795363,15.09443657,0.010738505,4.217418739,137.26633999999999,8.91452597,109.14971580000001,44.36334281,0.353864711,61.4,20.14986185,40.34024561,12.75364548,19.39210962,48.15824189,68.87940979
1472,GIN,2018,Guinea,28.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,0.224246434,11.52147965,6.311948212999999,10.27641343,2.8897896839999997,10.3474198,-0.0027033409999999997,4.024851485,133.32804,9.826001808,106.5206626,44.68523091,0.38449865899999996,61.4,19.15647275,47.17373708,12.37350708,19.66927985,51.45842818,65.54788341
1473,GIN,2019,Guinea,29.0,Low income,Sub-Saharan Africa (SSA),Sub-Saharan Africa,5.442204965,5.667396684,5.052169098999999,7.469368554,6.906242292000001,23.64306178,0.055821515,3.838464058,153.91272,9.470697164,123.3796826,42.27474768,0.398504914,69.3,20.01303004,40.20782049,16.66765064,34.78246294,38.59840597,53.86246281
1474,GUY,2005,Guyana,,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.342459428,-1.535283309,3.083107717,7.632428906,9.310438944,6.010533467,0.6712858620000001,19.0308729,94.1,6.925543039,92.60330341,84.62286857,0.36662097200000004,39.0,26.70420563,20.33143092,17.47544731,12.20293571,4.17298314,36.83108902
1476,GUY,2006,Guyana,,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.506885494,-1.561956844,6.5041416320000005,5.627296115,7.021134708,16.9889613,0.175960155,20.50017753,98.14,6.6771579039999995,104.87911070000001,50.37172732,0.375288755,39.0,25.27251141,24.04097197,21.44524918,9.780403629,4.979359482,40.23589325
1478,GUY,2007,Guyana,26.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.47004902,-4.576507417,6.955545672,12.69264686,8.757712482999999,13.04230409,0.197615044,15.40569904,99.03,12.20015444,95.30532099999999,51.23597572,0.40746591,39.0,16.74968315,36.88245182,14.98707388,10.11942088,5.859473767000001,40.000907899999994
1480,GUY,2008,Guyana,26.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.80334368,0.6477317260000001,7.872285688,8.712284245,9.285366325,12.23806339,0.24151974399999998,21.15651132,98.63,8.10202207,102.8122625,52.94904243,0.431768283,39.0,15.46443606,35.93294271,9.087121711,10.14421407,5.6066988239999995,45.26900864
1482,GUY,2009,Guyana,26.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.796634829,-4.1951654419999995,3.584084435,4.001840295,7.956052111,10.45609094,0.19873777199999998,15.64761046,106.73,2.952300964,118.44113259999999,48.93281986,0.44495753200000004,38.8,21.44955688,44.21874363,17.33886075,9.864583769,6.21568179,40.37625504
1484,GUY,2010,Guyana,27.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.249479256,0.254933116,7.2327152,5.734091453,8.710092329,15.81026955,0.25660732199999997,18.68086412,108.14,3.7333775769999997,127.2916912,38.73539133,0.46577032700000004,38.8,24.0420368,55.52859433,13.29717162,12.93539295,4.408481245,39.79370499
1486,GUY,2011,Guyana,25.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.408915941,4.806406562,8.374795476000001,7.9248148039999995,9.580655651,13.32351853,0.450573148,17.28656741,115.83,4.977735637,127.8782729,43.46533372,0.49147485,35.9,18.68391379,39.95554864,9.539574107,16.35814205,4.147984918,41.53220367
1488,GUY,2012,Guyana,28.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.611487453,-2.827010575,9.254957013,5.693192666,9.711827812000001,12.89387149,0.49964584100000003,18.40113955,116.16,2.391935213,129.7912026,49.46664067,0.513256181,35.9,18.6713594,43.76533888,11.04104899,16.16500976,3.77098051,43.08242035
1490,GUY,2013,Guyana,27.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,4.057682235,3.056154223,7.449172592999999,-0.07715876299999999,6.712837722000001,5.6650830270000005,0.36529495700000003,20.41404961,131.95,1.901251819,118.1340618,46.03306755,0.497961204,32.0,18.64233235,34.04057519,1.6851804609999999,17.25729117,3.882660459,41.87448502
1492,GUY,2014,Guyana,30.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.810985045,2.113475429,5.232512281,-0.344694736,7.725068317000001,3.606067368,0.14295892400000001,19.51868751,125.81,0.852630498,111.3755479,37.93407693,0.493722557,32.3,16.66064915,28.52005115,16.09916967,18.88451669,5.160225585,40.31753159
1494,GUY,2015,Guyana,29.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.959195336,6.092382027,3.3473300260000003,0.830666172,4.306866134,3.6721464719999997,0.0,19.41537567,147.3,-1.001734328,114.93362330000001,36.00806391,0.498006419,32.3,18.42939295,32.49321889,18.60982847,14.68874843,5.53137619,43.10682297
1496,GUY,2016,Guyana,34.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,1.224187183,5.044633921,1.142345255,6.029940482000001,4.641921016,5.429132697000001,0.742004005,18.40897217,131.13,0.836008062,128.8045065,41.11364173,0.5144300479999999,32.3,22.28568002,35.34251454,26.83066367,8.119556816000001,5.222393568,32.53943253
1498,GUY,2017,Guyana,38.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,1.051529298,-0.12405218400000001,1.188456888,-0.626201193,9.207445887,-0.691590046,0.000281278,14.83453687,129.44366000000002,1.904656155,125.3662626,40.42887693,0.510183006,32.3,20.26765716,35.71763478,20.04871697,12.92073436,5.496800086,35.21284866
1500,GUY,2018,Guyana,37.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.860041728,6.321602454,2.355542964,5.4187543179999995,30.43331456,5.982329775,0.000257821,14.24890919,130.91996,1.2828428840000001,122.0418254,35.47094753,0.522352335,30.6,22.99316632,32.22398194,35.30914293,10.02097006,7.460478457000001,37.62952049
1502,GUY,2019,Guyana,40.0,Upper middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.9304425480000003,4.981451444,4.499021604,5.806362362000001,27.23126925,14.37976997,0.42405992299999995,16.75656214,127.30691999999999,2.087230892,130.3709132,33.01354383,0.541169553,30.6,22.84447378,35.79576298,28.73618702,14.74174549,9.180223332999999,38.800001200000004
1504,HTI,2005,Haiti,,Low income,Latin America and Caribbean (LAC),Latin America & Caribbean,0.9725866870000001,6.833485621,7.085527936,17.57194432,0.603198143,17.81883032,0.0,10.18298088,101.4,13.97300833,129.9870078,14.03993216,0.331758479,40.4,71.4393747,16.42183302,27.59656904,7.630940654,0.540507782,49.3351593
1505,HTI,2006,Haiti,,Low income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.839804641,-6.139390127,3.549037335,14.73887467,3.376642332,2.442731039,0.0,8.544035486,101.31,11.34521522,140.54197040000003,14.48883523,0.347505313,40.4,82.16320882,25.95783451,27.56124445,11.82341997,0.719249217,46.45662308
